city_id,city,country,state_province,latitude,longitude,status,total_processing_time_seconds,vegetation_percentage_2020,high_density_percentage_2020,medium_density_percentage_2020,low_density_percentage_2020,total_pixels_2020,vegetation_pixels_2020,ndvi_mean_2020,images_processed_2020,images_found_2020,vegetation_percentage_2024,high_density_percentage_2024,medium_density_percentage_2024,low_density_percentage_2024,total_pixels_2024,vegetation_pixels_2024,ndvi_mean_2024,images_processed_2024,images_found_2024,vegetation_percentage_change,high_density_percentage_change,medium_density_percentage_change,low_density_percentage_change,output_files_count_2020,output_files_count_2024,geographic_bounds_2020,geographic_bounds_2024,error_message
b4bd9e74-8164-411d-ac00-5671bedc3f40,Quelimane,Mozambique,Zambezia,-17.919956790874306,36.79372787475587,success,85.44,87.80818477585618,41.872721127356286,35.54748646602202,10.387977182477865,529593,465026,0.5241844058036804,1,1,89.01759137035678,48.281900669841264,32.5950958996335,8.140594800882027,528782,470709,0.5567436814308167,1,1,1.38,15.31,-8.31,-21.63,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
4f7a8a90-0751-401b-a418-d55f133fc6dd,Surdulica,Serbia,,42.64708612855708,22.083463668823246,success,49.04,99.14500847402844,93.50183955277366,4.56220330360631,1.080965617648464,711586,705502,0.815212607383728,1,1,98.93330599300856,92.32429744962522,5.269988047971035,1.3390204954123028,712013,704418,0.789760410785675,1,1,-0.21,-1.26,15.51,23.87,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
38ec97ac-107d-4692-a966-0dcf3266b584,Vranje,Serbia,Pčinja,42.52490074602466,21.84142112731934,success,13.48,94.73348115550496,69.06438759992864,19.62919856029134,6.039894995284983,706254,669059,0.6640417575836182,1,1,93.8179197082871,64.47010437498675,22.120289168886785,7.227526164413571,707545,663804,0.6395738124847412,1,1,-0.97,-6.65,12.69,19.66,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
faf22e1d-f904-4b1d-b325-35f054c4dafe,Vrnjačka Banja,Serbia,Raška,43.624794180575975,20.84441184997559,success,18.9,97.67483592395885,85.93564379849599,9.774591931270292,1.9646001941925846,718874,702159,0.7774804830551147,1,1,96.03799415730836,82.16993235362725,11.149988336832283,2.718073466848834,720216,691681,0.7412670850753784,1,1,-1.68,-4.38,14.07,38.35,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
7cbc17d6-345b-4d2e-b853-f9bf0b15a180,Al Baha,Saudi Arabia,Al Bahah,20.268309549701108,41.560850143432624,success,39.76,0.49528720986944835,0.014997246303934949,0.15942450902922445,0.32086545453628895,793479,3930,0.054689422249794006,1,1,1.4113795072081303,0.03692599300044488,0.43076124257856857,0.943692271629117,793479,11199,0.07166384160518646,1,1,184.96,2.19,27.13,62.28,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
c92c291a-f777-443a-962e-0adb85d4ece5,Jeddah,Saudi Arabia,Makkah,21.386082912649844,39.168663024902344,success,88.18,3.5004853265399642,0.8999289149974922,1.1048846582687735,1.495671753273699,277133,9701,0.04881224408745766,1,1,2.427002700270027,0.46624662466246625,0.9083708370837085,1.0523852385238524,277750,6741,0.04540523886680603,1,1,-30.67,-43.37,-17.79,-29.64,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
a79e9d33-e0d3-4e53-b471-694a738d5ba7,Abha,Saudi Arabia,'Asir,18.13267199406418,42.44181632995606,success,75.87,7.645244207122072,0.13769498930848995,2.4112913320747014,5.09625788573888,583173,44585,0.11063767224550247,1,1,20.39107221162165,2.1989108406319255,8.691793972291027,9.500367398698698,675016,137643,0.15659236907958984,1,1,166.72,206.12,260.46,86.42,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
12849fe5-1b99-4f6c-b4dc-70ace7a9431d,Al Ula,Saudi Arabia,Al Madinah,26.60928050946148,37.99510002136231,success,72.69,2.824750587434828,0.8794512527987216,1.1881611114187836,0.7571382232173232,631985,17852,0.08921916037797928,1,1,2.8603526982444203,0.7174220907141784,1.3530384423680941,0.7898921651621479,631985,18077,0.08525102585554123,1,1,1.26,-16.2,13.88,3.28,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
de365749-2a78-4d35-a37a-7edc4aa45d50,Esenler,Turkey,İstanbul,41.02954070064516,28.874731063842777,success,17.03,20.944313116081833,6.2197514930827635,8.52308269736019,6.201478925638881,607468,127230,0.17451006174087524,1,1,18.904106431702978,3.979829210109102,8.160180964187463,6.76409625740641,607413,114826,0.15527358651161194,1,1,-9.74,-36.01,-4.26,9.07,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
0f4fa0fa-d669-4e4f-8145-5a98a9e9935e,Irbid,Jordan,Irbid,32.47963374945483,35.916881561279304,success,74.32,15.692626710249222,0.10238885802509011,3.5506647200940558,12.039573132130075,619208,97170,0.1740684062242508,1,1,13.189450377660458,0.10755692361358964,2.896285087216391,10.185608366830479,619207,81670,0.16642796993255615,1,1,-15.95,0.52,-18.43,-15.4,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
cfec0e81-76cf-4081-8b06-119ad1c9be2c,Buenos Aires,Argentina,Buenos Aires,-34.72513115399429,-58.36933135986329,success,58.42,27.344542823266117,6.997630711974177,10.802661437701477,9.544250673590462,479891,131224,0.20011775195598602,1,1,26.181896800230614,5.918892732455719,10.482928157330003,9.780075910444893,499536,130788,0.19208091497421265,1,1,-4.25,-15.42,-2.96,2.47,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
f255646f-531f-4dae-82b5-d4267b1125e6,Santiago,Chile,,-33.4471119795349,-70.69414615631105,success,34.66,14.359216696497773,2.359027115638748,5.915062199249483,6.085127381609542,717372,103009,0.12724311649799347,1,1,13.167717998384884,1.6701773804616071,5.642460624474099,5.855079993449178,708308,93268,0.1219702810049057,1,1,-8.3,-29.2,-4.61,-3.78,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
