city_id,city,country,state_province,latitude,longitude,status,total_processing_time_seconds,vegetation_percentage_2020,high_density_percentage_2020,medium_density_percentage_2020,low_density_percentage_2020,total_pixels_2020,vegetation_pixels_2020,ndvi_mean_2020,images_processed_2020,images_found_2020,cloud_excluded_percentage_2020,vegetation_percentage_2024,high_density_percentage_2024,medium_density_percentage_2024,low_density_percentage_2024,total_pixels_2024,vegetation_pixels_2024,ndvi_mean_2024,images_processed_2024,images_found_2024,cloud_excluded_percentage_2024,vegetation_percentage_change,high_density_percentage_change,medium_density_percentage_change,low_density_percentage_change,output_files_count_2020,output_files_count_2024,geographic_bounds_2020,geographic_bounds_2024,error_message
314b8510-44cd-46f0-aafe-496f82e87dd7,Manta,Ecuador,Manabí,-1.037529027905092,-81.03027462959291,success,515.25,10.224113,2.924614,3.212112,4.087387,513743,52525,0.204822,12,12,72.059652,35.045684,12.962139,11.525007,10.558538,513743,180044,0.353498,12,12,49.771854,24.82,10.04,8.31,6.47,0,0,"0.000000,0.000000,0.000000,0.000000","0.000000,0.000000,0.000000,0.000000",
